 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
48606,77,1,1,0,0,0,0,0,0,0,0,0,0,0,25974.02597,77,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12987.01299,12987.01299,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,116,338,0,32,0,0,0,0,0,0,0,0,BENIGN
443,5405978,5,1,135,46,46,6,27,20.1246118,46,46,46,0,33.48145331,1.10988243,1081195.6,2339528.877,5266096,3,5405978,1351494.5,2610013.757,5266096,3,0,0,0,0,0,1,0,0,0,100,20,0.924902025,0.184980405,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27,46,100,0,0,0,0,0,0,5,135,1,46,254,351,4,20,93549,0,93549,93549,5266096,0,5266096,5266096,BENIGN
443,5127687,8,6,371,4213,190,0,46.375,71.58997835,1460,0,702.1666667,700.7990915,893.9703223,2.730275853,394437.4615,1365464.878,4938433,3,5127687,732526.7143,1854886.569,4938433,3,110206,22041.2,28748.8631,56453,48,0,0,0,0,172,132,1.560157631,1.170118223,0,1460,305.6,538.9166116,290431.1143,0,0,0,1,0,0,0,0,0,327.4285714,46.375,702.1666667,172,0,0,0,0,0,0,8,371,6,4213,8192,946,7,20,0,0,0,0,0,0,0,0,BENIGN
53,167,2,2,84,116,42,42,42,0,58,58,58,0,1197604.79,23952.09581,55.66666667,56.29683236,115,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,64,64,11976.0479,11976.0479,42,58,48.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,60.5,42,58,64,0,0,0,0,0,0,2,84,2,116,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
137,49,2,0,124,0,62,62,62,0,0,0,0,0,2530612.245,40816.32653,49,0,49,49,49,49,0,49,49,0,0,0,0,0,0,0,0,0,64,0,40816.32653,0,62,62,62,0,0,0,0,0,0,0,0,0,0,0,93,62,0,64,0,0,0,0,0,0,2,124,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
443,65192195,13,14,943,3906,574,0,72.53846154,161.5016075,1709,0,279,569.7637837,74.38006958,0.414160008,2507392.115,4283303.454,10000000,4,60400000,5029462.417,5211280.594,10000000,239,65200000,5012278.308,5004123.813,10000000,4,0,0,0,0,272,364,0.199410374,0.214749634,0,1709,173.1785714,423.8984901,179689.9299,0,0,0,1,0,0,0,0,1,179.5925926,72.53846154,279,272,0,0,0,0,0,0,13,943,14,3906,8192,246,12,20,67171.66667,85104.76615,240891,32376,9991753.167,21692.15442,10000000,9947932,BENIGN
53,157,2,2,78,110,39,39,39,0,55,55,55,0,1197452.229,25477.70701,52.33333333,52.08006656,106,2,49,49,0,49,49,2,2,0,2,2,0,0,0,0,40,40,12738.8535,12738.8535,39,55,45.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,56.75,39,55,40,0,0,0,0,0,0,2,78,2,110,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,5581828,3,1,0,0,0,0,0,0,0,0,0,0,0,0.716611117,1860609.333,3221981.423,5581033,91,5581828,2790914,3945824.13,5581033,795,0,0,0,0,0,0,0,0,0,104,40,0.537458338,0.179152779,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack ï¿½ Brute Force
53,23500,1,1,54,109,54,54,54,0,109,109,109,0,6936.170213,85.10638298,23500,0,23500,23500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,42.55319149,42.55319149,54,109,72.33333333,31.75426481,1008.333333,0,0,0,0,0,0,0,0,1,108.5,54,109,20,0,0,0,0,0,0,1,54,1,109,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,137,2,2,82,114,41,41,41,0,57,57,57,0,1430656.934,29197.08029,45.66666667,73.03652055,130,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,14598.54015,14598.54015,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41,57,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,5994976,3,1,0,0,0,0,0,0,0,0,0,0,0,0.667225357,1998325.333,3460493.481,5994159,69,5994976,2997488,4237932.77,5994159,817,0,0,0,0,0,0,0,0,0,104,40,0.500419018,0.166806339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack ï¿½ Brute Force
53,177,2,2,72,136,36,36,36,0,68,68,68,0,1175141.243,22598.87006,59,62.23343153,126,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,11299.43503,11299.43503,36,68,48.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,61,36,68,40,0,0,0,0,0,0,2,72,2,136,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,217,2,2,46,46,23,23,23,0,23,23,23,0,423963.1336,18433.17972,72.33333333,40.41451884,119,49,49,49,0,49,49,49,49,0,49,49,0,0,0,0,64,64,9216.589862,9216.589862,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,2283523,6,2,192,426,32,32,32,0,213,213,213,0,270.6344539,3.503358626,326217.5714,471629.1758,1000058,3,1999418,399883.6,547558.6631,1000058,3,4,4,0,4,4,0,0,0,0,120,40,2.62751897,0.875839657,32,213,72.22222222,79.81349788,6370.194444,0,0,0,0,0,0,0,0,0,81.25,32,213,120,0,0,0,0,0,0,6,192,2,426,-1,-1,5,20,0,0,0,0,0,0,0,0,BENIGN
443,94220,1,2,6,12,6,6,6,0,6,6,6,0,191.0422416,31.84037359,47110,15478.56744,58055,36165,0,0,0,0,0,58055,58055,0,58055,58055,0,0,0,0,20,40,10.61345786,21.22691573,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,349,69,0,20,0,0,0,0,0,0,0,0,BENIGN
53,180,2,2,88,256,44,44,44,0,128,128,128,0,1911111.111,22222.22222,60,92.73079316,167,3,10,10,0,10,10,3,3,0,3,3,0,0,0,0,40,40,11111.11111,11111.11111,44,128,77.6,46.00869483,2116.8,0,0,0,0,0,0,0,0,1,97,44,128,40,0,0,0,0,0,0,2,88,2,256,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,216,2,2,76,274,38,38,38,0,137,137,137,0,1620370.37,18518.51852,72,41.56921938,120,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,72,9259.259259,9259.259259,38,137,77.6,54.22453319,2940.3,0,0,0,0,0,0,0,0,1,97,38,137,64,0,0,0,0,0,0,2,76,2,274,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
58125,21,1,1,0,0,0,0,0,0,0,0,0,0,0,95238.09524,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,47619.04762,47619.04762,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,118,238,0,32,0,0,0,0,0,0,0,0,BENIGN
53,197,2,2,80,112,40,40,40,0,56,56,56,0,974619.2893,20304.56853,65.66666667,71.47260547,144,4,4,4,0,4,4,49,49,0,49,49,0,0,0,0,40,40,10152.28426,10152.28426,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58,40,56,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,5728435,3,1,0,0,0,0,0,0,0,0,0,0,0,0.698270994,1909478.333,3306706.415,5727734,99,5728435,2864217.5,4049623.87,5727734,701,0,0,0,0,0,0,0,0,0,104,40,0.523703245,0.174567748,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack ï¿½ Brute Force
443,278287,16,11,4313,6302,1368,0,269.5625,483.0465773,1573,0,572.9090909,768.8557023,38144.07428,97.02213901,10703.34615,17681.20956,43333,3,278287,18552.46667,28262.58578,84622,3,235339,23533.9,20316.39419,43333,203,0,0,0,0,524,360,57.4946009,39.52753812,0,1573,379.1071429,613.4382362,376306.4696,0,0,0,1,0,0,0,0,0,393.1481481,269.5625,572.9090909,524,0,0,0,0,0,0,16,4313,11,6302,65535,426,8,32,0,0,0,0,0,0,0,0,BENIGN
80,5879968,3,1,0,0,0,0,0,0,0,0,0,0,0,0.680275811,1959989.333,3394045.085,5879095,95,5879968,2939984,4156530.638,5879095,873,0,0,0,0,0,0,0,0,0,104,40,0.510206858,0.170068953,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack ï¿½ Brute Force
443,102,2,0,0,0,0,0,0,0,0,0,0,0,0,19607.84314,102,0,102,102,102,102,0,102,102,0,0,0,0,0,0,0,0,0,64,0,19607.84314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,417,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,282,2,2,84,282,42,42,42,0,141,141,141,0,1297872.34,14184.39716,94,82.23746105,163,3,3,3,0,3,3,163,163,0,163,163,0,0,0,0,40,64,7092.198582,7092.198582,42,141,81.6,54.22453319,2940.3,0,0,0,0,0,0,0,0,1,102,42,141,40,0,0,0,0,0,0,2,84,2,282,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
443,13,1,3,6,83,6,6,6,0,46,6,27.66666667,20.20725942,6846153.846,307692.3077,4.333333333,4.163331999,9,1,0,0,0,0,0,4,2,1.414213562,3,1,0,0,0,0,20,60,76923.07692,230769.2308,6,46,19,18.57417562,345,1,0,0,0,1,0,0,0,3,23.75,6,27.66666667,20,0,0,0,0,0,0,1,6,3,83,0,123,0,20,0,0,0,0,0,0,0,0,BENIGN
80,50488,1,1,0,0,0,0,0,0,0,0,0,0,0,39.61337347,50488,0,50488,50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,19.80668674,19.80668674,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,274,176,0,32,0,0,0,0,0,0,0,0,BENIGN
80,115919232,17,15,434,2118,434,0,25.52941176,105.2604613,2118,0,141.2,546.8652485,22.01532874,0.276054279,3739330.065,4910636.809,10200000,39,116000000,7244952,4635055.209,10200000,61,113000000,8040029,4353020.385,10200000,669,0,0,0,0,552,496,0.146653836,0.129400443,0,2118,77.33333333,374.0373199,139903.9167,0,0,0,1,0,0,0,0,0,79.75,25.52941176,141.2,552,0,0,0,0,0,0,17,434,15,2118,29200,939,1,32,26602.45455,7158.664364,47158,22952,10200000,32013.5687,10200000,10100000,BENIGN
53,114543,4,2,140,134,35,35,35,0,67,67,67,0,2392.114752,52.38207485,22908.6,36488.6843,83668,3,30826,10275.33333,17785.27549,30812,3,49,49,0,49,49,0,0,0,0,128,40,34.92138324,17.46069162,35,67,44.14285714,15.61440117,243.8095238,0,0,0,0,0,0,0,0,0,51.5,35,67,128,0,0,0,0,0,0,4,140,2,134,-1,-1,3,32,0,0,0,0,0,0,0,0,BENIGN
443,6146045,7,4,617,168,517,0,88.14285714,189.9889721,156,0,42,76.05261337,127.7244146,1.789768868,614604.5,1721996.77,5500266,16,6146045,1024340.833,2228054.744,5559310,16,625954,208651.3333,239387.6822,470285,586,0,0,0,0,152,92,1.138943825,0.650825043,0,517,65.41666667,148.94017,22183.17424,0,0,0,1,0,0,0,0,0,71.36363636,88.14285714,42,152,0,0,0,0,0,0,7,617,4,168,8192,31,6,20,645763,0,645763,645763,5500266,0,5500266,5500266,BENIGN
443,23763081,26,22,875,21513,343,0,33.65384615,80.9552678,3556,0,977.8636364,901.775513,942.1337242,2.019940091,505597.4681,3383081.614,23200000,1,23800000,950523.24,4652710.443,23300000,1,521646,24840.28571,53069.09867,230800,1,0,0,0,0,852,712,1.094134216,0.925805875,0,3556,456.8979592,764.8286912,584962.9269,0,0,0,1,0,0,0,0,0,466.4166667,33.65384615,977.8636364,852,0,0,0,0,0,0,26,875,22,21513,29200,357,6,32,0,0,0,0,0,0,0,0,BENIGN
80,5745095,3,1,0,0,0,0,0,0,0,0,0,0,0,0.696246102,1915031.667,3316333.729,5744404,120,5745095,2872547.5,4061418.411,5744404,691,0,0,0,0,0,0,0,0,0,104,40,0.522184577,0.174061526,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack ï¿½ Brute Force
53,457,1,1,53,119,53,53,53,0,119,119,119,0,376367.6149,4376.367615,457,0,457,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,32,2188.183807,2188.183807,53,119,75,38.10511777,1452,0,0,0,0,0,0,0,0,1,112.5,53,119,40,0,0,0,0,0,0,1,53,1,119,-1,-1,0,40,0,0,0,0,0,0,0,0,BENIGN
50249,64,1,1,6,6,6,6,6,0,6,6,6,0,187500,31250,64,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15625,15625,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,344,256,0,20,0,0,0,0,0,0,0,0,BENIGN
53,50029,1,1,45,61,45,45,45,0,61,61,61,0,2118.771113,39.97681345,50029,0,50029,50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,19.98840672,19.98840672,45,61,50.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,75.5,45,61,32,0,0,0,0,0,0,1,45,1,61,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,214,2,2,68,324,34,34,34,0,162,162,162,0,1831775.701,18691.58879,71.33333333,117.4918437,207,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,9345.794393,9345.794393,34,162,85.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,106.5,34,162,40,0,0,0,0,0,0,2,68,2,324,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
443,5992125,7,4,635,168,517,0,90.71428571,190.7072051,168,0,42,84,134.0092204,1.835742746,599212.5,1815888.114,5766720,48,5992125,998687.5,2373760.703,5843915,48,187881,62627,69531.52874,137627,310,0,0,0,0,232,136,1.168199929,0.667542817,0,517,66.91666667,150.8487854,22755.35606,0,0,0,1,0,0,0,0,0,73,90.71428571,42,232,0,0,0,0,0,0,7,635,4,168,29200,340,3,32,225357,0,225357,225357,5766720,0,5766720,5766720,BENIGN
80,42,1,1,0,0,0,0,0,0,0,0,0,0,0,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,23809.52381,23809.52381,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,237,236,0,32,0,0,0,0,0,0,0,0,Web Attack ï¿½ Brute Force
36136,58,1,1,6,6,6,6,6,0,6,6,6,0,206896.5517,34482.75862,58,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,17241.37931,17241.37931,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,35,498,0,20,0,0,0,0,0,0,0,0,BENIGN
53,91751,1,1,43,174,43,43,43,0,174,174,174,0,2365.096838,21.79812754,91751,0,91751,91751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.89906377,10.89906377,43,174,86.66666667,75.63288526,5720.333333,0,0,0,0,0,0,0,0,1,130,43,174,20,0,0,0,0,0,0,1,43,1,174,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,66601,1,1,49,131,49,49,49,0,131,131,131,0,2702.662122,30.02957914,66601,0,66601,66601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,15.01478957,15.01478957,49,131,76.33333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,114.5,49,131,32,0,0,0,0,0,0,1,49,1,131,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,330,2,2,68,180,34,34,34,0,90,90,90,0,751515.1515,12121.21212,110,186.1961331,325,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,64,64,6060.606061,6060.606061,34,90,56.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,70.5,34,90,64,0,0,0,0,0,0,2,68,2,180,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,191,2,0,12,0,6,6,6,0,0,0,0,0,62827.22513,10471.20419,191,0,191,191,191,191,0,191,191,0,0,0,0,0,0,0,0,0,40,0,10471.20419,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
443,95088,1,1,0,0,0,0,0,0,0,0,0,0,0,21.03314824,95088,0,95088,95088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10.51657412,10.51657412,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,304,252,0,32,0,0,0,0,0,0,0,0,BENIGN
53,61288,2,2,62,94,31,31,31,0,47,47,47,0,2545.359614,65.26563112,20429.33333,35379.44715,61282,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,80,64,32.63281556,32.63281556,31,47,37.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,46.75,31,47,80,0,0,0,0,0,0,2,62,2,94,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN
53,50943,2,2,82,254,41,41,41,0,127,127,127,0,6595.606855,78.51912922,16981,29407.62464,50938,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,40,64,39.25956461,39.25956461,41,127,75.4,47.10413995,2218.8,0,0,0,0,0,0,0,0,1,94.25,41,127,40,0,0,0,0,0,0,2,82,2,254,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,30982,2,2,90,326,45,45,45,0,163,163,163,0,13427.15125,129.1072235,10327.33333,17844.18091,30932,1,1,1,0,1,1,49,49,0,49,49,0,0,0,0,64,64,64.55361177,64.55361177,45,163,92.2,64.63126179,4177.2,0,0,0,0,0,0,0,0,1,115.25,45,163,64,0,0,0,0,0,0,2,90,2,326,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,5470688,3,1,0,0,0,0,0,0,0,0,0,0,0,0.731169462,1823562.667,3157733.306,5469799,154,5470688,2735344,3867103.347,5469799,889,0,0,0,0,0,0,0,0,0,104,40,0.548377096,0.182792365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack ï¿½ XSS
2539,7,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0,0,6142857.143,428571.4286,3.5,2.121320344,5,2,7,3.5,2.121320344,5,2,0,0,0,0,0,0,0,0,0,60,0,428571.4286,0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0,60,0,0,0,0,0,0,3,43,0,0,1080,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
80,348822,1,1,0,0,0,0,0,0,0,0,0,0,0,5.733583318,348822,0,348822,348822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2.866791659,2.866791659,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1156,520,0,32,0,0,0,0,0,0,0,0,BENIGN
53,124701,2,2,68,310,34,34,34,0,155,155,155,0,3031.250752,32.07672753,41567,71991.82579,124696,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,40,64,16.03836377,16.03836377,34,155,82.4,66.27442946,4392.3,0,0,0,0,0,0,0,0,1,103,34,155,40,0,0,0,0,0,0,2,68,2,310,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
443,2002114,2,0,74,0,37,37,37,0,0,0,0,0,36.96093229,0.998944116,2002114,0,2002114,2002114,2002114,2002114,0,2002114,2002114,0,0,0,0,0,1,0,0,0,40,0,0.998944116,0,37,37,37,0,0,0,1,0,0,1,1,0,0,0,55.5,37,0,40,0,0,0,0,0,0,2,74,0,0,65535,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
51230,50,1,1,0,0,0,0,0,0,0,0,0,0,0,40000,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,20000,20000,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,939,817,0,32,0,0,0,0,0,0,0,0,BENIGN
40168,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,64,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,357,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
443,453194,6,6,562,1945,303,0,93.66666667,130.4096111,1777,0,324.1666667,713.7163069,5531.847288,26.47872655,41199.45455,68522.12991,149118,1,304251,60850.2,79752.21584,149118,363,306065,61213,83091.32551,154767,1,0,0,0,0,200,200,13.23936327,13.23936327,0,1777,192.8461538,485.7698094,235972.3077,0,0,0,1,0,0,0,0,1,208.9166667,93.66666667,324.1666667,200,0,0,0,0,0,0,6,562,6,1945,29200,130,3,32,0,0,0,0,0,0,0,0,BENIGN
53,226,2,2,68,278,34,34,34,0,139,139,139,0,1530973.451,17699.11504,75.33333333,45.61067127,128,49,49,49,0,49,49,49,49,0,49,49,0,0,0,0,64,64,8849.557522,8849.557522,34,139,76,57.51086854,3307.5,0,0,0,0,0,0,0,0,1,95,34,139,64,0,0,0,0,0,0,2,68,2,278,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
443,326,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0,0,95092.02454,9202.453988,163,226.27417,323,3,326,163,226.27417,323,3,0,0,0,0,0,0,0,0,0,96,0,9202.453988,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0,96,0,0,0,0,0,0,3,31,0,0,30368,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,5111078,3,1,0,0,0,0,0,0,0,0,0,0,0,0.782613766,1703692.667,2950114.975,5110192,149,5111078,2555539,3612824.92,5110192,886,0,0,0,0,0,0,0,0,0,104,40,0.586960324,0.195653441,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack ï¿½ Brute Force
53,60396,1,1,50,66,50,50,50,0,66,66,66,0,1920.656997,33.11477581,60396,0,60396,60396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,16.55738791,16.55738791,50,66,55.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,83,50,66,32,0,0,0,0,0,0,1,50,1,66,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
80,385,2,0,12,0,6,6,6,0,0,0,0,0,31168.83117,5194.805195,385,0,385,385,385,385,0,385,385,0,0,0,0,0,0,0,0,0,40,0,5194.805195,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,210,2,2,70,166,35,35,35,0,83,83,83,0,1123809.524,19047.61905,70,79.32212806,158,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,64,64,9523.809524,9523.809524,35,83,54.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,67.75,35,83,64,0,0,0,0,0,0,2,70,2,166,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,5221419,3,1,0,0,0,0,0,0,0,0,0,0,0,0.766075276,1740473,3014010.903,5220753,79,5221419,2610709.5,3691158.916,5220753,666,0,0,0,0,0,0,0,0,0,104,40,0.574556457,0.191518819,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack ï¿½ Brute Force
52500,65,1,1,6,6,6,6,6,0,6,6,6,0,184615.3846,30769.23077,65,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15384.61538,15384.61538,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,288,252,0,20,0,0,0,0,0,0,0,0,BENIGN
443,4371640,5,1,135,46,46,6,27,20.1246118,46,46,46,0,41.40322625,1.372482638,874328,1896035.775,4265928,3,4371640,1092910,2115591.075,4265928,3,0,0,0,0,0,1,0,0,0,100,20,1.143735532,0.228747106,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27,46,100,0,0,0,0,0,0,5,135,1,46,255,180,4,20,0,0,0,0,0,0,0,0,BENIGN
18335,1,2,0,617,0,617,0,308.5,436.284884,0,0,0,0,617000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,64,0,2000000,0,0,617,411.3333333,356.2251161,126896.3333,0,1,0,0,1,0,0,0,0,617,308.5,0,64,0,0,0,0,0,0,2,617,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
443,5727681,6,4,611,156,517,0,101.8333333,204.3050823,144,0,39,70.05711955,133.911089,1.745907288,636409,1713921.015,5202655,4,5727681,1145536.2,2336665.678,5323059,4,443643,147881,152221.001,304421,382,0,0,0,0,132,92,1.047544373,0.698362915,0,517,69.72727273,154.3535493,23825.01818,0,0,0,1,0,0,0,0,0,76.7,101.8333333,39,132,0,0,0,0,0,0,6,611,4,156,8192,237,5,20,525022,0,525022,525022,5202655,0,5202655,5202655,BENIGN
